order_id,id_,product_id,fecha_pedido,cantidad,precio_unitario,descuento,importe_total,metodo_pago,envio_gratis,calificacion,devuelto,canal,hoja_origen,categoria_producto,nombre_producto,marca,costo_unitario,precio_lista,peso_kg,proveedor,stock_disponible,fecha_lanzamiento,rating_promedio_producto,edad,estado_civil,nivel_educativo,ingresos_anuales,tiene_hijos,adolescentes_en_casa,fecha_registro,ciudad,region,latitude,longitude,segmento_cliente,visitas_web_mes
68,45ace751-0b4c-4600-9a73-ea75095270ee,P0008,11-noviembre-2022,2,"14,97",0.15,"25,44",PAYPAL,0,5.0,no,Web,2022,Electronica,Portatil Urbanix Pro,Urbanix,"62,95","135,18",7.21,Global Supply SL,380,1-noviembre-2019,4.21,30.0,Casado,bachillerato,49564,1.0,1.0,15-marzo-2019,Malaga,Sur,38.399,-3.108,Recurrente,8
69,5094b7e4-142f-4b1f-bec2-8e5e9fd8ef9b,P0074,29-noviembre-2022,5,"59,09",0.1,"265,92",transferencia,0,5.0,NO,Web,2022,Libros,Novela Vantia Pro,Vantia,"18,08","35,90",10.91,Norte Logistica,113,6-abril-2024,4.42,,casado,basico,41497,1.0,1.0,8-julio-2021,Malaga,Sur,40.386,-4.486,Nuevo,9
70,67e808a8-287d-440e-9d46-1326aaf843e2,P0055,28-julio-2022,3,"41,71",0.15,"106,37",tarjeta de debito,0,4.0,NO,Tienda fisica,2022,Deporte,Balon Vantia Basic,Vantia,"96,15","211,36",7.53,Global Supply SL,244,22-febrero-2022,3.99,34.0,Casado,basico,20384,1.0,1.0,12-marzo-2019,Malaga,Sur,37.827,-3.76,Recurrente,11
71,cfc88eab-2dcf-4626-92c4-bc600c9c7268,P0083,23-mayo-2022,4,"136,70",0.0,"546,80",Tarjeta de credito,1,3.0,no,Tienda fisica,2022,Libros,Biografia Kore Pro,Kore,"9,96","21,61",6.89,Comercial Atlas,450,26-diciembre-2019,3.52,18.0,casado,grado universitario,33833,0.0,0.0,9-diciembre-2018,Zaragoza,Centro,39.153,-6.446,Nuevo,5
72,1a0c46dd-0085-46c4-8c24-dda13696546f,P0023,2-julio-2022,3,"40,32",0.1,"108,85",tarjeta de credito,0,2.0,NO,Web,2022,Hogar,Cafetera Nova Pro,Nova,"12,56","24,24",6.49,Comercial Atlas,200,1-septiembre-2022,4.84,35.0,soltero,basico,50278,0.0,0.0,15-junio-2019,Zaragoza,Centro,41.063,-5.932,Recurrente,7
73,07116ede-1e6e-45c0-b5f2-7c4c4701a776,P0031,21-marzo-2022,1,"25,33",0.05,"24,06",Tarjeta de credito,0,5.0,no,Tienda fisica,2022,Hogar,Silla Vantia Basic,Vantia,"41,97","67,50",8.58,Comercial Atlas,301,25-julio-2022,3.28,30.0,,master,36598,1.0,0.0,8-marzo-2019,Madrid,Centro,36.999,-3.665,VIP,9
74,08b9a8a6-c0da-487b-9ea1-db0c380bc7ec,P0076,17-diciembre-2022,1,"55,71",0.15,"47,36",tarjeta de credito,1,5.0,no,Web,2022,Libros,Comic Prisma Basic,Prisma,"39,69","83,49",0.43,Norte Logistica,127,21-julio-2021,4.07,24.0,soltero,master,50861,0.0,0.0,9-noviembre-2019,Madrid,Centro,40.914,-3.753,Recurrente,12
75,6b38ab89-f68a-43eb-a7a7-e7c568e7f197,P0026,14-marzo-2022,3,"17,27",0.05,"49,21",Tarjeta de debito,0,5.0,NO,Tienda fisica,2022,Hogar,Sarten Zentra Pro,Zentra,"31,36","41,33",1.23,Global Supply SL,471,14-febrero-2022,3.22,41.0,casado,doctorado,51755,1.0,0.0,4-octubre-2020,Valencia,Este,38.634,-2.388,Corporativo,8
76,5db0a392-f9b6-48c4-a1b0-bdd040ab4917,P0076,10-septiembre-2022,1,"15,68",0.3,"10,98",tarjeta de debito,0,4.0,NO,App movil,2022,Libros,Comic Prisma Basic,Prisma,"39,69","83,49",0.43,Norte Logistica,127,21-julio-2021,4.07,45.0,casado,bachillerato,59958,0.0,0.0,24-diciembre-2022,Malaga,Sur,41.581,-8.83,Nuevo,5
77,8e92c54c-15da-4b23-8a29-3a377c526a12,P0073,4-marzo-2022,1,"26,78",0.05,"25,44",TARJETA DE CREDITO,0,4.0,NO,Marketplace,2022,Libros,Novela Lumen Basic,Lumen,"91,69","157,59",3.13,Comercial Atlas,263,12-septiembre-2019,4.47,46.0,divorciado,grado universitario,38558,0.0,1.0,18-diciembre-2020,Murcia,Sur,40.222,-4.981,Nuevo,11
78,af044284-8663-4c24-b009-d1a3b4a9cff9,P0087,21-octubre-2022,3,"54,01",0.0,"162,02",TARJETA DE CREDITO,0,,no,Web,2022,Libros,Manual Zentra Max,Zentra,"18,46","28,12",5.61,Distribuidora Iberia,365,10-mayo-2021,4.78,35.0,divorciado,basico,34319,0.0,0.0,11-marzo-2019,Granada,Sur,41.642,-5.097,Nuevo,7
79,80fe91ac-3f58-4f85-895b-5dae98ff7c6d,P0089,4-octubre-2022,4,"126,75",0.1,"456,29",TARJETA DE CREDITO,0,4.0,no,Web,2022,Libros,Poesia Prisma Pro,,"32,84","57,16",0.77,Distribuidora Iberia,344,24-enero-2023,3.62,35.0,CASADO,master,43559,1.0,0.0,12-junio-2021,Malaga,Sur,42.657,-7.691,Nuevo,8
80,f7a6452c-37bb-4317-a5e5-878e5136c798,P0066,24-marzo-2022,5,"39,08",0.0,"195,39",Tarjeta de credito,0,4.0,NO,App movil,2022,Deporte,Esterilla Vantia Max,Vantia,"10,97","22,49",10.34,Comercial Atlas,153,24-febrero-2019,4.95,27.0,casado,grado universitario,55844,0.0,0.0,20-diciembre-2018,Zaragoza,Centro,36.489,-7.952,Recurrente,6
81,d1af8cc2-ab32-4a77-b5ba-adf07dd7486e,P0021,4-enero-2022,3,"30,10",0.0,"90,29",PayPal,0,5.0,no,App movil,2022,Hogar,Aspiradora Norte&Co Max,Norte&Co,"54,70","80,06",9.32,Distribuidora Iberia,40,8-noviembre-2019,3.85,39.0,casado,grado universitario,41160,1.0,1.0,29-noviembre-2018,Valencia,Este,40.012,-2.582,VIP,11
82,8a5de9c6-d9e9-463b-a96e-cfe64b28c6f1,P0013,28-julio-2022,1,"109,66",0.1,"98,69",transferencia,1,5.0,no,App movil,2022,Electronica,Smartwatch Prisma Basic,Prisma,"23,15","46,14",7.79,Norte Logistica,52,16-febrero-2021,3.56,26.0,Soltero,grado universitario,43680,1.0,0.0,7-noviembre-2020,Barcelona,Este,37.122,-6.962,Nuevo,6
83,e69ee237-9f4d-4d72-bf8d-a53a437f086d,P0014,10-noviembre-2022,2,"64,95",0.0,"129,90",tarjeta de credito,0,,no,Marketplace,2022,Electronica,Smartwatch Vantia Pro,Vantia,"18,35","31,07",3.39,Comercial Atlas,197,12-diciembre-2023,4.49,18.0,DIVORCIADO,,29293,,0.0,22-octubre-2021,Bilbao,Norte,41.032,-8.288,VIP,8
84,ba56f50a-a5d1-4722-8772-1301cd344a85,P0075,3-mayo-2022,3,"40,74",0.1,"110,00",,0,4.0,no,App movil,2022,Libros,Novela Urbanix Max,Urbanix,"29,98","39,74",10.5,Comercial Atlas,79,28-enero-2019,2.66,33.0,CASADO,basico,39806,0.0,0.0,16-septiembre-2021,Granada,Sur,38.16,-2.034,Recurrente,7
85,22c4ac75-12aa-437f-bb73-a41db361fc1a,P0065,11-diciembre-2022,2,"89,04",0.15,"151,37",TARJETA DE CREDITO,0,4.0,no,App movil,2022,Deporte,Esterilla Zentra Pro,Zentra,"34,32","67,55",0.3,Norte Logistica,213,10-septiembre-2022,3.31,57.0,casado,grado universitario,69478,0.0,0.0,20-agosto-2018,Barcelona,Este,40.036,-5.378,Recurrente,5
86,7817a8e7-591a-4cdd-953f-5d851bc34486,P0008,7-julio-2022,3,"30,68",0.0,"92,05",tarjeta de debito,1,,NO,Web,2022,Electronica,Portatil Urbanix Pro,Urbanix,"62,95","135,18",7.21,Global Supply SL,380,1-noviembre-2019,4.21,45.0,DIVORCIADO,master,67922,0.0,0.0,16-agosto-2021,Granada,Sur,37.604,0.709,Recurrente,10
87,1655b921-1a3d-413c-9751-6591a9c8d085,P0017,13-octubre-2022,1,"149,16",0.1,"134,24",Tarjeta de debito,0,4.0,NO,Tienda fisica,2022,Electronica,Camara Lumen Pro,Lumen,"31,18","43,97",7.87,Norte Logistica,327,20-diciembre-2021,4.27,34.0,divorciado,bachillerato,41572,1.0,0.0,11-septiembre-2021,Granada,Sur,41.067,2.089,Corporativo,9
88,50c5153e-d9a6-487e-a545-b617b71d6eb1,P0064,26-mayo-2022,2,"101,03",0.15,"171,76",CONTRAREEMBOLSO,1,4.0,no,App movil,2022,Deporte,Esterilla Zentra Basic,Zentra,"17,00","36,49",9.93,Norte Logistica,240,3-enero-2022,4.31,54.0,SOLTERO,bachillerato,29769,0.0,1.0,2-abril-2018,Sevilla,Sur,38.017,1.441,Nuevo,4
89,b5e95b7b-8a00-4125-9448-42bb3d1e8fcb,P0058,27-abril-2022,4,"45,52",0.05,"172,97",tarjeta de debito,1,4.0,NO,Tienda fisica,2022,Deporte,Mancuernas Vantia Basic,Vantia,"49,34","81,74",8.93,Distribuidora Iberia,341,4-septiembre-2019,3.35,33.0,Casado,master,42351,1.0,0.0,17-julio-2020,Murcia,Sur,41.984,2.355,Nuevo,4
90,661fcd77-93ec-4e6c-9719-d1373ae4f2d8,P0055,24-abril-2022,1,"49,04",0.05,"46,59",contrareembolso,0,5.0,no,Marketplace,2022,Deporte,Balon Vantia Basic,Vantia,"96,15","211,36",7.53,Global Supply SL,244,22-febrero-2022,3.99,46.0,Soltero,grado universitario,59422,1.0,0.0,3-agosto-2021,Zaragoza,Centro,37.614,-5.922,VIP,15
91,fd5992dd-7faf-46ba-a226-9042fb718f29,P0070,27-abril-2022,1,"61,80",0.1,"55,62",tarjeta de debito,1,4.0,no,Web,2022,Deporte,Casco Vantia Basic,Vantia,"24,43","51,88",2.52,Global Supply SL,424,20-mayo-2021,2.87,37.0,Casado,basico,43145,,0.0,11-febrero-2021,Bilbao,Norte,43.374,-5.972,Nuevo,6
92,abaec8fa-acdd-43a5-88ff-bf87991ee549,P0027,11-abril-2022,1,"51,25",0.15,"43,56",tarjeta de credito,0,3.0,NO,App movil,2022,Hogar,Sarten Urbanix Max,Urbanix,"13,51","20,31",2.2,Global Supply SL,309,18-mayo-2021,3.36,46.0,casado,grado universitario,49814,1.0,0.0,12-junio-2018,Bilbao,Norte,38.545,-2.039,Recurrente,12
93,7691fb1b-86a7-423e-917d-55647cba9fb8,P0028,12-marzo-2022,1,"167,52",0.2,"134,02",PayPal,1,5.0,NO,App movil,2022,Hogar,Lampara Vantia Basic,Vantia,"8,20","14,22",9.66,Comercial Atlas,165,13-abril-2024,2.86,58.0,casado,grado universitario,51635,1.0,0.0,16-enero-2021,Bilbao,Norte,38.211,0.432,Nuevo,10
94,854de172-9df1-44ed-b0a6-0a78a1dd1fe0,P0054,7-julio-2022,2,"83,11",0.15,"141,29",TARJETA DE CREDITO,0,,no,Marketplace,2022,Ropa,Gorra Lumen Max,Lumen,"32,42","49,51",2.98,Distribuidora Iberia,285,7-septiembre-2022,4.01,39.0,Divorciado,basico,42955,1.0,1.0,23-mayo-2019,Madrid,Centro,42.518,-5.13,Nuevo,10
95,6ff6645a-1696-42b8-93fb-f66b84460db5,P0075,11-octubre-2022,1,"46,65",0.0,"46,65",PAYPAL,0,4.0,SI,Tienda fisica,2022,Libros,Novela Urbanix Max,Urbanix,"29,98","39,74",10.5,Comercial Atlas,79,28-enero-2019,2.66,47.0,casado,grado universitario,18476,0.0,1.0,11-septiembre-2021,Bilbao,Norte,37.011,-2.124,Recurrente,16
96,cbf0cd0b-7fe6-48a2-9411-6c8318008cce,P0089,17-julio-2022,3,"71,62",0.0,"214,86",transferencia,1,5.0,no,Web,2022,Libros,Poesia Prisma Pro,,"32,84","57,16",0.77,Distribuidora Iberia,344,24-enero-2023,3.62,27.0,casado,grado universitario,38233,0.0,1.0,24-abril-2020,Zaragoza,Centro,38.544,-4.661,Recurrente,7
97,b00a680a-023e-4a59-bf59-eb8515df9dec,P0006,16-mayo-2022,2,"10,25",0.15,"17,43",PAYPAL,1,3.0,NO,Web,2022,Electronica,Smartphone Zentra Max,Zentra,"66,22","108,96",5.7,Norte Logistica,209,2-julio-2021,3.23,24.0,DIVORCIADO,doctorado,49491,0.0,0.0,15-marzo-2019,Granada,Sur,43.405,-6.894,Nuevo,6
98,13a4f9ea-9bee-4941-bdc2-268448c1f8b8,P0029,15-febrero-2022,3,"30,27",0.0,"90,80",PAYPAL,1,4.0,no,Web,2022,Hogar,Lampara Nova Pro,Nova,"42,03","60,31",7.27,Comercial Atlas,396,15-febrero-2024,,35.0,CASADO,grado universitario,31045,0.0,1.0,3-septiembre-2019,Vigo,Norte,41.609,2.7,Nuevo,15
99,db7d3509-8b55-42d7-b835-220092e2317c,P0059,7-diciembre-2022,2,"35,12",0.0,"70,24",tarjeta de debito,0,4.0,no,App movil,2022,Deporte,Mancuernas Nova Pro,Nova,"34,03","51,28",8.43,Norte Logistica,25,30-abril-2024,3.54,34.0,Casado,,28947,1.0,0.0,1-marzo-2018,Bilbao,Norte,41.156,-3.28,Recurrente,10
100,4b042d8c-2350-4d75-8ba1-8800e9737bed,P0043,4-enero-2022,1,"24,67",0.05,"23,44",tarjeta de credito,1,,no,Tienda fisica,2022,Ropa,Chaqueta Kore Basic,Kore,"33,61","47,03",2.94,Comercial Atlas,39,28-julio-2022,2.97,,CASADO,master,39009,0.0,0.0,24-marzo-2020,Madrid,Centro,43.027,-2.369,Nuevo,8
101,652237fb-0df3-496c-b98e-3c50b5571831,P0064,18-junio-2022,2,"25,06",0.0,"50,12",contrareembolso,0,3.0,no,Web,2022,Deporte,Esterilla Zentra Basic,Zentra,"17,00","36,49",9.93,Norte Logistica,240,3-enero-2022,4.31,58.0,CASADO,master,35603,0.0,1.0,9-octubre-2022,Madrid,Centro,42.043,-5.709,Nuevo,15
102,0d5ffe05-569c-4f1b-9bf0-0a747c3fe326,P0052,23-febrero-2022,2,"62,41",0.2,"99,85",tarjeta de debito,0,,no,Tienda fisica,2022,Ropa,Gorra Kore Basic,Kore,"7,58","12,24",8.29,Global Supply SL,282,22-mayo-2019,4.95,27.0,Casado,grado universitario,17502,1.0,1.0,20-septiembre-2021,Madrid,Centro,37.725,-6.906,Nuevo,4
103,bebd86ab-f065-4fe5-96a3-9eabebe6899f,P0059,13-marzo-2022,3,"49,00",0.0,"147,01",tarjeta de debito,0,4.0,no,App movil,2022,Deporte,Mancuernas Nova Pro,Nova,"34,03","51,28",8.43,Norte Logistica,25,30-abril-2024,3.54,56.0,CASADO,master,49782,1.0,1.0,18-mayo-2019,Madrid,Centro,37.443,-4.134,VIP,6
104,8a21f42d-0185-4c42-9247-9f3ae8b67d44,P0021,27-febrero-2022,2,"53,62",0.0,"107,25",tarjeta de debito,0,5.0,no,Web,2022,Hogar,Aspiradora Norte&Co Max,Norte&Co,"54,70","80,06",9.32,Distribuidora Iberia,40,8-noviembre-2019,3.85,63.0,Casado,grado universitario,30738,1.0,1.0,27-septiembre-2018,Sevilla,Sur,40.617,-6.688,Corporativo,12
105,20508e48-655e-4c9e-9e43-7d9985112897,P0002,8-abril-2022,1,"72,13",0.0,"72,13",tarjeta de credito,0,4.0,NO,Marketplace,2022,Electronica,Auriculares Urbanix Pro,Urbanix,"47,97","77,93",11.86,Global Supply SL,392,8-marzo-2019,3.29,29.0,CASADO,grado universitario,46545,0.0,0.0,19-septiembre-2022,Murcia,Sur,39.981,-2.696,Corporativo,5
106,f9192f96-61a5-4aa0-8be4-e0cef67949f9,P0043,11-agosto-2022,2,"18,69",0.0,"37,37",Transferencia,1,,no,App movil,2022,Ropa,Chaqueta Kore Basic,Kore,"33,61","47,03",2.94,Comercial Atlas,39,28-julio-2022,2.97,45.0,DIVORCIADO,grado universitario,27643,1.0,0.0,14-abril-2019,Bilbao,Norte,39.596,-7.756,Nuevo,6
107,0366d6ad-7ef9-44cf-8efe-3de9414e24f9,P0049,28-junio-2022,5,"98,15",0.15,"417,14",PayPal,1,4.0,no,Web,2022,Ropa,Vestido Norte&Co Basic,Norte&Co,"34,23","62,87",2.38,Norte Logistica,488,7-julio-2021,3.44,35.0,Casado,,49111,1.0,0.0,21-octubre-2022,Malaga,Sur,39.121,-6.149,VIP,8
108,fa8d54c0-bfa4-4756-bd57-39569f1c5d2a,P0075,7-julio-2022,1,"70,42",0.0,"70,42",tarjeta de debito,0,,no,App movil,2022,Libros,Novela Urbanix Max,Urbanix,"29,98","39,74",10.5,Comercial Atlas,79,28-enero-2019,2.66,,soltero,bachillerato,50082,0.0,0.0,15-mayo-2022,Murcia,Sur,43.32,-7.168,VIP,6
109,0d3f488e-5f2f-4859-8e2b-2c2fa147c501,P0057,4-octubre-2022,3,"25,43",0.15,"64,84",Tarjeta de credito,1,5.0,SI,Web,2022,Deporte,Balon Kore Max,Kore,"13,36","26,72",9.0,Global Supply SL,460,12-diciembre-2020,3.49,33.0,SOLTERO,master,36369,0.0,0.0,11-junio-2020,Bilbao,Norte,40.425,-2.533,Nuevo,11
110,f326a361-5bd0-4a42-8c0c-1963be3173ad,P0060,25-enero-2022,2,"32,16",0.05,"61,11",Tarjeta de credito,1,5.0,NO,Web,2022,Deporte,Mancuernas Vantia Max,Vantia,"24,00","40,95",0.4,Norte Logistica,199,25-junio-2021,3.24,40.0,divorciado,basico,43173,0.0,1.0,24-enero-2018,Murcia,Sur,36.757,0.509,Corporativo,8
111,147d21d7-94dc-4a81-94fd-f91941ea6230,P0055,18-marzo-2022,1,"104,74",0.0,"104,74",CONTRAREEMBOLSO,0,5.0,no,Tienda fisica,2022,Deporte,Balon Vantia Basic,Vantia,"96,15","211,36",7.53,Global Supply SL,244,22-febrero-2022,3.99,30.0,CASADO,,38628,1.0,1.0,1-marzo-2021,Malaga,Sur,41.587,0.018,VIP,6
112,75f0e322-9990-47be-8f30-2f9a8871ff1f,P0064,25-marzo-2022,2,"59,47",0.1,"107,05",Tarjeta de credito,1,5.0,SI,Tienda fisica,2022,Deporte,Esterilla Zentra Basic,Zentra,"17,00","36,49",9.93,Norte Logistica,240,3-enero-2022,4.31,42.0,Soltero,bachillerato,49317,0.0,0.0,10-febrero-2022,Madrid,Centro,40.132,-0.485,Nuevo,12
113,1dabb239-62ae-4a5d-899d-2986ae1fedde,P0049,8-abril-2022,4,"34,45",0.0,"137,82",tarjeta de debito,1,5.0,NO,App movil,2022,Ropa,Vestido Norte&Co Basic,Norte&Co,"34,23","62,87",2.38,Norte Logistica,488,7-julio-2021,3.44,58.0,CASADO,grado universitario,41341,0.0,0.0,19-enero-2022,Barcelona,Este,38.251,-7.834,VIP,6
114,9a72ca28-d0e2-4b02-9ab8-b7596db82d12,P0076,29-mayo-2022,2,"30,71",0.05,"58,35",Tarjeta de debito,0,,no,App movil,2022,Libros,Comic Prisma Basic,Prisma,"39,69","83,49",0.43,Norte Logistica,127,21-julio-2021,4.07,63.0,casado,grado universitario,64413,0.0,1.0,1-febrero-2021,Zaragoza,Centro,39.041,-1.865,Nuevo,7
115,24eaf6be-9a65-4dae-ac6c-e65ee7928fd5,P0061,3-agosto-2022,1,"29,08",0.0,"29,08",contrareembolso,0,5.0,NO,Marketplace,2022,Deporte,Bicicleta Kore Basic,Kore,"28,78","45,40",4.76,Norte Logistica,63,3-octubre-2023,2.75,36.0,SOLTERO,master,40694,0.0,1.0,9-diciembre-2022,Madrid,Centro,37.082,-2.14,Recurrente,6
116,4faa2668-ec06-4782-81c3-b5a708e4029d,P0063,10-marzo-2022,1,"38,20",0.05,"36,29",Tarjeta de credito,0,4.0,no,Tienda fisica,2022,Deporte,Bicicleta Zentra Max,Zentra,"34,26","72,84",10.01,Comercial Atlas,285,6-marzo-2021,4.84,38.0,Casado,master,50622,1.0,0.0,9-febrero-2022,Barcelona,Este,38.499,1.754,Nuevo,11
117,59c40d29-48ba-48ed-96d9-3ca5f4a44a89,P0085,29-noviembre-2022,2,"141,94",0.1,"255,48",PayPal,0,4.0,si,App movil,2022,Libros,Manual Zentra Basic,Zentra,"50,93","97,80",8.46,Distribuidora Iberia,110,19-mayo-2021,4.9,64.0,divorciado,master,60631,1.0,0.0,17-agosto-2020,Madrid,Centro,38.036,3.282,Recurrente,5
118,d0e27af1-c92c-47b9-823b-6c0d627c7778,P0025,16-junio-2022,2,"30,24",0.0,"60,49",tarjeta de debito,0,,no,App movil,2022,Hogar,Sarten Kore Basic,Kore,"22,51","33,31",5.34,Comercial Atlas,52,24-enero-2019,3.63,22.0,casado,master,37930,1.0,0.0,9-diciembre-2019,Madrid,Centro,42.486,-1.982,Nuevo,12
119,d10c249c-9467-49bd-a835-860b942b3dcd,P0071,9-noviembre-2022,1,"104,85",0.05,"99,61",Tarjeta de debito,0,3.0,NO,Tienda fisica,2022,Deporte,Casco Lumen Pro,Lumen,"5,24","9,70",5.45,Global Supply SL,409,3-julio-2019,3.42,54.0,Soltero,bachillerato,85190,0.0,0.0,29-octubre-2021,Malaga,Sur,42.403,-4.082,Nuevo,9
120,1dab13cb-0e8b-4a17-8c42-73d8a3d5092c,P0089,8-septiembre-2022,2,"23,02",0.0,"46,03",paypal,1,4.0,no,Web,2022,Libros,Poesia Prisma Pro,,"32,84","57,16",0.77,Distribuidora Iberia,344,24-enero-2023,3.62,34.0,CASADO,bachillerato,42422,0.0,1.0,16-abril-2021,Barcelona,Este,43.249,1.289,Nuevo,11
121,9816ece4-2550-43a6-8c7d-13d643b5e9a1,P0007,28-mayo-2022,2,"46,38",0.1,"83,49",Tarjeta de debito,0,3.0,no,App movil,2022,Electronica,Portatil Kore Basic,Kore,"52,09","83,96",1.32,Norte Logistica,85,20-julio-2020,4.39,30.0,soltero,bachillerato,21100,0.0,1.0,28-enero-2018,Valencia,Este,41.112,-3.114,Recurrente,10
122,5cc08bed-4195-49e1-83f8-60382d91d82e,P0040,28-enero-2022,4,"71,54",0.0,"286,14",tarjeta de credito,0,3.0,no,Web,2022,Ropa,Pantalon Prisma Basic,Prisma,"18,35","39,46",1.89,Distribuidora Iberia,5,12-mayo-2019,4.36,35.0,soltero,bachillerato,63180,0.0,0.0,11-febrero-2022,Murcia,Sur,38.954,-2.943,Recurrente,4
123,8949eb54-96d3-42c5-b255-13d5ee85c548,P0026,27-noviembre-2022,3,"42,11",0.1,"113,70",PAYPAL,1,5.0,NO,App movil,2022,Hogar,Sarten Zentra Pro,Zentra,"31,36","41,33",1.23,Global Supply SL,471,14-febrero-2022,3.22,,SOLTERO,master,58628,1.0,0.0,4-abril-2022,Granada,Sur,38.113,-7.28,Corporativo,4
124,61544ba6-34cb-4d0b-8f6c-cdfdca593511,P0088,8-mayo-2022,1,"79,02",0.15,"67,17",CONTRAREEMBOLSO,1,,NO,Web,2022,Libros,Poesia Lumen Basic,Lumen,"14,28","22,58",11.79,Norte Logistica,214,4-diciembre-2019,2.82,49.0,Casado,basico,25874,0.0,0.0,3-agosto-2018,Murcia,Sur,38.142,2.242,Recurrente,8
125,4ae0f695-34af-4b93-b492-207769f56e6b,P0010,17-diciembre-2022,2,"50,65",0.0,"101,31",CONTRAREEMBOLSO,0,1.0,no,Tienda fisica,2022,Electronica,Tablet Lumen Basic,Lumen,"23,59","38,51",8.4,Norte Logistica,196,27-abril-2022,2.89,36.0,Casado,grado universitario,25070,0.0,0.0,12-enero-2020,Madrid,Centro,43.044,0.543,Recurrente,9
126,04a0e41d-2bfa-4754-a130-f255e4f1dbbc,P0075,12-octubre-2022,1,"50,97",0.2,"40,77",transferencia,1,1.0,no,Web,2022,Libros,Novela Urbanix Max,Urbanix,"29,98","39,74",10.5,Comercial Atlas,79,28-enero-2019,2.66,45.0,Casado,grado universitario,65211,0.0,0.0,15-marzo-2019,Bilbao,Norte,38.755,-2.652,Recurrente,3
127,e63ca664-ecfb-4aab-ad61-248045a0143e,P0021,18-mayo-2022,4,"26,51",0.15,"90,14",tarjeta de debito,0,,NO,Web,2022,Hogar,Aspiradora Norte&Co Max,Norte&Co,"54,70","80,06",9.32,Distribuidora Iberia,40,8-noviembre-2019,3.85,49.0,CASADO,bachillerato,61575,0.0,0.0,17-marzo-2019,Sevilla,Sur,40.018,-3.605,VIP,6
128,05170c54-1215-4046-b964-a0c21709f2bf,P0064,27-agosto-2022,3,"26,96",0.1,"72,79",Tarjeta de credito,1,,NO,App movil,2022,Deporte,Esterilla Zentra Basic,Zentra,"17,00","36,49",9.93,Norte Logistica,240,3-enero-2022,4.31,19.0,casado,bachillerato,60091,0.0,1.0,19-abril-2019,Bilbao,Norte,39.242,-6.087,Recurrente,11
129,2f9ecd9f-4990-4b59-a406-7d184ec3ee6f,P0022,3-febrero-2022,3,"18,25",0.1,"49,27",Tarjeta de credito,0,5.0,no,Web,2022,Hogar,Cafetera Norte&Co Basic,Norte&Co,"21,12","35,46",0.92,Comercial Atlas,399,3-diciembre-2020,4.98,48.0,soltero,bachillerato,51933,0.0,1.0,18-marzo-2018,Vigo,Norte,39.82,1.701,VIP,11
130,71512a62-aabe-44d5-84b1-f2487e78add1,P0017,21-junio-2022,2,"65,58",0.05,"124,60",contrareembolso,0,4.0,NO,Web,2022,Electronica,Camara Lumen Pro,Lumen,"31,18","43,97",7.87,Norte Logistica,327,20-diciembre-2021,4.27,,Soltero,,32189,0.0,1.0,19-julio-2021,Sevilla,Sur,39.58,2.835,Nuevo,8
131,c03e8b9a-e86f-476e-bdfb-d8be9f2c412b,P0060,7-junio-2022,2,"20,25",0.1,"36,45",Tarjeta de debito,0,5.0,NO,Web,2022,Deporte,Mancuernas Vantia Max,Vantia,"24,00","40,95",0.4,Norte Logistica,199,25-junio-2021,3.24,41.0,Casado,grado universitario,40509,0.0,0.0,9-diciembre-2020,Valencia,Este,38.98,-3.541,Recurrente,13
132,9f8c527a-6a6a-4fdb-a86e-a077905c990c,P0015,18-agosto-2022,1,"28,57",0.0,"28,57",Tarjeta de debito,1,3.0,SI,Marketplace,2022,Electronica,Smartwatch Urbanix Max,Urbanix,"60,02","109,39",11.24,Norte Logistica,311,15-septiembre-2019,4.12,30.0,soltero,grado universitario,40422,1.0,0.0,15-mayo-2020,Valencia,Este,36.779,-2.88,Recurrente,12
133,97bf7224-5e6d-4c84-9c15-4f0692585d7a,P0089,22-junio-2022,1,"97,89",0.05,"93,00",tarjeta de debito,0,,NO,Tienda fisica,2022,Libros,Poesia Prisma Pro,,"32,84","57,16",0.77,Distribuidora Iberia,344,24-enero-2023,3.62,39.0,CASADO,master,38979,0.0,0.0,17-septiembre-2022,Bilbao,Norte,36.049,2.673,Nuevo,4
134,6b74f172-4689-4c55-94f3-c78323315bb2,P0057,22-septiembre-2022,1,"71,56",0.15,"60,82",Tarjeta de debito,1,4.0,NO,Tienda fisica,2022,Deporte,Balon Kore Max,Kore,"13,36","26,72",9.0,Global Supply SL,460,12-diciembre-2020,3.49,30.0,CASADO,grado universitario,26660,1.0,0.0,19-junio-2019,Valencia,Este,37.824,3.154,Nuevo,13
135,ff398136-16e0-4544-88fb-39dab4f43132,P0026,9-febrero-2022,3,"54,17",0.0,"162,51",PAYPAL,0,5.0,no,Tienda fisica,2022,Hogar,Sarten Zentra Pro,Zentra,"31,36","41,33",1.23,Global Supply SL,471,14-febrero-2022,3.22,40.0,CASADO,bachillerato,21878,1.0,0.0,19-agosto-2019,Malaga,Sur,40.701,-8.547,Recurrente,8
136,23dace98-4902-49fb-a5fc-96edbf057ec1,P0007,31-octubre-2022,1,"32,56",0.1,"29,31",tarjeta de credito,1,5.0,no,App movil,2022,Electronica,Portatil Kore Basic,Kore,"52,09","83,96",1.32,Norte Logistica,85,20-julio-2020,4.39,41.0,casado,grado universitario,38878,0.0,1.0,9-julio-2018,Bilbao,Norte,39.885,1.11,VIP,11
