order_id,id_cliente,product_id,fecha_pedido,cantidad,precio_unitario,descuento,importe_total,metodo_pago,envio_gratis,calificacion,devuelto,canal,año_ventas,categoria_producto,nombre_producto,marca,costo_unitario,precio_lista,peso_kg,proveedor,stock_disponible,fecha_lanzamiento,rating_promedio_producto,edad,estado_civil,nivel_educativo,ingresos_anuales,tiene_hijos,adolescentes_en_casa,fecha_registro,ciudad,region,latitude,longitude,segmento_cliente,visitas_web_mes,precio_unitario_wz,importe_total_wz,mes_ventas
73,07116ede-1e6e-45c0-b5f2-7c4c4701a776,P0031,2022-03-21,1,25.33,0.05,24.06,tarjeta de credito,no,5.0,no,tienda fisica,2022,hogar,Silla Vantia Basic,vantia,41.97,67.5,8.58,comercial atlas,301,2022-07-25,3.28,30.0,desconocido,master,36598,si,no,2019-03-08,madrid,centro,36.999,-3.665,vip,9,25.33,24.06,3
74,08b9a8a6-c0da-487b-9ea1-db0c380bc7ec,P0076,2022-12-17,1,55.71,0.15,47.36,tarjeta de credito,si,5.0,no,web,2022,libros,Comic Prisma Basic,prisma,39.69,83.49,0.43,norte logistica,127,2021-07-21,4.07,24.0,soltero,master,50861,no,no,2019-11-09,madrid,centro,40.914,-3.753,recurrente,12,55.71,47.36,12
75,6b38ab89-f68a-43eb-a7a7-e7c568e7f197,P0026,2022-03-14,3,17.27,0.05,49.21,tarjeta de debito,no,5.0,no,tienda fisica,2022,hogar,Sarten Zentra Pro,zentra,31.36,41.33,1.23,global supply sl,471,2022-02-14,3.22,41.0,casado,doctorado,51755,si,no,2020-10-04,valencia,este,38.634,-2.388,corporativo,8,17.27,49.21,3
76,5db0a392-f9b6-48c4-a1b0-bdd040ab4917,P0076,2022-09-10,1,15.68,0.3,10.98,tarjeta de debito,no,4.0,no,app movil,2022,libros,Comic Prisma Basic,prisma,39.69,83.49,0.43,norte logistica,127,2021-07-21,4.07,45.0,casado,bachillerato,59958,no,no,2022-12-24,malaga,sur,41.581,-8.83,nuevo,5,15.68,10.98,9
77,8e92c54c-15da-4b23-8a29-3a377c526a12,P0073,2022-03-04,1,26.78,0.05,25.44,tarjeta de credito,no,4.0,no,marketplace,2022,libros,Novela Lumen Basic,lumen,91.69,157.59,3.13,comercial atlas,263,2019-09-12,4.47,46.0,divorciado,grado universitario,38558,no,si,2020-12-18,murcia,sur,40.222,-4.981,nuevo,11,26.78,25.44,3
78,af044284-8663-4c24-b009-d1a3b4a9cff9,P0087,2022-10-21,3,54.01,0.0,162.02,tarjeta de credito,no,4.0,no,web,2022,libros,Manual Zentra Max,zentra,18.46,28.12,5.61,distribuidora iberia,365,2021-05-10,4.78,35.0,divorciado,basico,34319,no,no,2019-03-11,granada,sur,41.642,-5.097,nuevo,7,54.01,162.02,10
79,80fe91ac-3f58-4f85-895b-5dae98ff7c6d,P0089,2022-10-04,4,126.75,0.1,456.29,tarjeta de credito,no,4.0,no,web,2022,libros,Poesia Prisma Pro,desconocido,32.84,57.16,0.77,distribuidora iberia,344,2023-01-24,3.62,35.0,casado,master,43559,si,no,2021-06-12,malaga,sur,42.657,-7.691,nuevo,8,126.75,456.29,10
80,f7a6452c-37bb-4317-a5e5-878e5136c798,P0066,2022-03-24,5,39.08,0.0,195.39,tarjeta de credito,no,4.0,no,app movil,2022,deporte,Esterilla Vantia Max,vantia,10.97,22.49,10.34,comercial atlas,153,2019-02-24,4.95,27.0,casado,grado universitario,55844,no,no,2018-12-20,zaragoza,centro,36.489,-7.952,recurrente,6,39.08,195.39,3
81,d1af8cc2-ab32-4a77-b5ba-adf07dd7486e,P0021,2022-01-04,3,30.1,0.0,90.29,paypal,no,5.0,no,app movil,2022,hogar,Aspiradora Norte&Co Max,norte&co,54.7,80.06,9.32,distribuidora iberia,40,2019-11-08,3.85,39.0,casado,grado universitario,41160,si,si,2018-11-29,valencia,este,40.012,-2.582,vip,11,30.1,90.29,1
82,8a5de9c6-d9e9-463b-a96e-cfe64b28c6f1,P0013,2022-07-28,1,109.66,0.1,98.69,transferencia,si,5.0,no,app movil,2022,electronica,Smartwatch Prisma Basic,prisma,23.15,46.14,7.79,norte logistica,52,2021-02-16,3.56,26.0,soltero,grado universitario,43680,si,no,2020-11-07,barcelona,este,37.122,-6.962,nuevo,6,109.66,98.69,7
83,e69ee237-9f4d-4d72-bf8d-a53a437f086d,P0014,2022-11-10,2,64.95,0.0,129.9,tarjeta de credito,no,4.0,no,marketplace,2022,electronica,Smartwatch Vantia Pro,vantia,18.35,31.07,3.39,comercial atlas,197,2023-12-12,4.49,18.0,divorciado,desconocido,29293,no,no,2021-10-22,bilbao,norte,41.032,-8.288,vip,8,64.95,129.9,11
84,ba56f50a-a5d1-4722-8772-1301cd344a85,P0075,2022-05-03,3,40.74,0.1,110.0,desconocido,no,4.0,no,app movil,2022,libros,Novela Urbanix Max,urbanix,29.98,39.74,10.5,comercial atlas,79,2019-01-28,2.66,33.0,casado,basico,39806,no,no,2021-09-16,granada,sur,38.16,-2.034,recurrente,7,40.74,110.0,5
85,22c4ac75-12aa-437f-bb73-a41db361fc1a,P0065,2022-12-11,2,89.04,0.15,151.37,tarjeta de credito,no,4.0,no,app movil,2022,deporte,Esterilla Zentra Pro,zentra,34.32,67.55,0.3,norte logistica,213,2022-09-10,3.31,57.0,casado,grado universitario,69478,no,no,2018-08-20,barcelona,este,40.036,-5.378,recurrente,5,89.04,151.37,12
86,7817a8e7-591a-4cdd-953f-5d851bc34486,P0008,2022-07-07,3,30.68,0.0,92.05,tarjeta de debito,si,4.0,no,web,2022,electronica,Portatil Urbanix Pro,urbanix,62.95,135.18,7.21,global supply sl,380,2019-11-01,4.21,45.0,divorciado,master,67922,no,no,2021-08-16,granada,sur,37.604,0.709,recurrente,10,30.68,92.05,7
87,1655b921-1a3d-413c-9751-6591a9c8d085,P0017,2022-10-13,1,149.16,0.1,134.24,tarjeta de debito,no,4.0,no,tienda fisica,2022,electronica,Camara Lumen Pro,lumen,31.18,43.97,7.87,norte logistica,327,2021-12-20,4.27,34.0,divorciado,bachillerato,41572,si,no,2021-09-11,granada,sur,41.067,2.089,corporativo,9,149.16,134.24,10
88,50c5153e-d9a6-487e-a545-b617b71d6eb1,P0064,2022-05-26,2,101.03,0.15,171.76,contrareembolso,si,4.0,no,app movil,2022,deporte,Esterilla Zentra Basic,zentra,17.0,36.49,9.93,norte logistica,240,2022-01-03,4.31,54.0,soltero,bachillerato,29769,no,si,2018-04-02,sevilla,sur,38.017,1.441,nuevo,4,101.03,171.76,5
89,b5e95b7b-8a00-4125-9448-42bb3d1e8fcb,P0058,2022-04-27,4,45.52,0.05,172.97,tarjeta de debito,si,4.0,no,tienda fisica,2022,deporte,Mancuernas Vantia Basic,vantia,49.34,81.74,8.93,distribuidora iberia,341,2019-09-04,3.35,33.0,casado,master,42351,si,no,2020-07-17,murcia,sur,41.984,2.355,nuevo,4,45.52,172.97,4
90,661fcd77-93ec-4e6c-9719-d1373ae4f2d8,P0055,2022-04-24,1,49.04,0.05,46.59,contrareembolso,no,5.0,no,marketplace,2022,deporte,Balon Vantia Basic,vantia,96.15,211.36,7.53,global supply sl,244,2022-02-22,3.99,46.0,soltero,grado universitario,59422,si,no,2021-08-03,zaragoza,centro,37.614,-5.922,vip,15,49.04,46.59,4
91,fd5992dd-7faf-46ba-a226-9042fb718f29,P0070,2022-04-27,1,61.8,0.1,55.62,tarjeta de debito,si,4.0,no,web,2022,deporte,Casco Vantia Basic,vantia,24.43,51.88,2.52,global supply sl,424,2021-05-20,2.87,37.0,casado,basico,43145,no,no,2021-02-11,bilbao,norte,43.374,-5.972,nuevo,6,61.8,55.62,4
92,abaec8fa-acdd-43a5-88ff-bf87991ee549,P0027,2022-04-11,1,51.25,0.15,43.56,tarjeta de credito,no,3.0,no,app movil,2022,hogar,Sarten Urbanix Max,urbanix,13.51,20.31,2.2,global supply sl,309,2021-05-18,3.36,46.0,casado,grado universitario,49814,si,no,2018-06-12,bilbao,norte,38.545,-2.039,recurrente,12,51.25,43.56,4
93,7691fb1b-86a7-423e-917d-55647cba9fb8,P0028,2022-03-12,1,167.52,0.2,134.02,paypal,si,5.0,no,app movil,2022,hogar,Lampara Vantia Basic,vantia,8.2,14.22,9.66,comercial atlas,165,2024-04-13,2.86,58.0,casado,grado universitario,51635,si,no,2021-01-16,bilbao,norte,38.211,0.432,nuevo,10,167.52,134.02,3
94,854de172-9df1-44ed-b0a6-0a78a1dd1fe0,P0054,2022-07-07,2,83.11,0.15,141.29,tarjeta de credito,no,4.0,no,marketplace,2022,ropa,Gorra Lumen Max,lumen,32.42,49.51,2.98,distribuidora iberia,285,2022-09-07,4.01,39.0,divorciado,basico,42955,si,si,2019-05-23,madrid,centro,42.518,-5.13,nuevo,10,83.11,141.29,7
95,6ff6645a-1696-42b8-93fb-f66b84460db5,P0075,2022-10-11,1,46.65,0.0,46.65,paypal,no,4.0,si,tienda fisica,2022,libros,Novela Urbanix Max,urbanix,29.98,39.74,10.5,comercial atlas,79,2019-01-28,2.66,47.0,casado,grado universitario,18476,no,si,2021-09-11,bilbao,norte,37.011,-2.124,recurrente,16,46.65,46.65,10
96,cbf0cd0b-7fe6-48a2-9411-6c8318008cce,P0089,2022-07-17,3,71.62,0.0,214.86,transferencia,si,5.0,no,web,2022,libros,Poesia Prisma Pro,desconocido,32.84,57.16,0.77,distribuidora iberia,344,2023-01-24,3.62,27.0,casado,grado universitario,38233,no,si,2020-04-24,zaragoza,centro,38.544,-4.661,recurrente,7,71.62,214.86,7
97,b00a680a-023e-4a59-bf59-eb8515df9dec,P0006,2022-05-16,2,10.25,0.15,17.43,paypal,si,3.0,no,web,2022,electronica,Smartphone Zentra Max,zentra,66.22,108.96,5.7,norte logistica,209,2021-07-02,3.23,24.0,divorciado,doctorado,49491,no,no,2019-03-15,granada,sur,43.405,-6.894,nuevo,6,10.25,17.43,5
98,13a4f9ea-9bee-4941-bdc2-268448c1f8b8,P0029,2022-02-15,3,30.27,0.0,90.8,paypal,si,4.0,no,web,2022,hogar,Lampara Nova Pro,nova,42.03,60.31,7.27,comercial atlas,396,2024-02-15,3.86,35.0,casado,grado universitario,31045,no,si,2019-09-03,vigo,norte,41.609,2.7,nuevo,15,30.27,90.8,2
99,db7d3509-8b55-42d7-b835-220092e2317c,P0059,2022-12-07,2,35.12,0.0,70.24,tarjeta de debito,no,4.0,no,app movil,2022,deporte,Mancuernas Nova Pro,nova,34.03,51.28,8.43,norte logistica,25,2024-04-30,3.54,34.0,casado,desconocido,28947,si,no,2018-03-01,bilbao,norte,41.156,-3.28,recurrente,10,35.12,70.24,12
100,4b042d8c-2350-4d75-8ba1-8800e9737bed,P0043,2022-01-04,1,24.67,0.05,23.44,tarjeta de credito,si,4.0,no,tienda fisica,2022,ropa,Chaqueta Kore Basic,kore,33.61,47.03,2.94,comercial atlas,39,2022-07-28,2.97,40.0,casado,master,39009,no,no,2020-03-24,madrid,centro,43.027,-2.369,nuevo,8,24.67,23.44,1
101,652237fb-0df3-496c-b98e-3c50b5571831,P0064,2022-06-18,2,25.06,0.0,50.12,contrareembolso,no,3.0,no,web,2022,deporte,Esterilla Zentra Basic,zentra,17.0,36.49,9.93,norte logistica,240,2022-01-03,4.31,58.0,casado,master,35603,no,si,2022-10-09,madrid,centro,42.043,-5.709,nuevo,15,25.06,50.12,6
102,0d5ffe05-569c-4f1b-9bf0-0a747c3fe326,P0052,2022-02-23,2,62.41,0.2,99.85,tarjeta de debito,no,4.0,no,tienda fisica,2022,ropa,Gorra Kore Basic,kore,7.58,12.24,8.29,global supply sl,282,2019-05-22,4.95,27.0,casado,grado universitario,17502,si,si,2021-09-20,madrid,centro,37.725,-6.906,nuevo,4,62.41,99.85,2
103,bebd86ab-f065-4fe5-96a3-9eabebe6899f,P0059,2022-03-13,3,49.0,0.0,147.01,tarjeta de debito,no,4.0,no,app movil,2022,deporte,Mancuernas Nova Pro,nova,34.03,51.28,8.43,norte logistica,25,2024-04-30,3.54,56.0,casado,master,49782,si,si,2019-05-18,madrid,centro,37.443,-4.134,vip,6,49.0,147.01,3
104,8a21f42d-0185-4c42-9247-9f3ae8b67d44,P0021,2022-02-27,2,53.62,0.0,107.25,tarjeta de debito,no,5.0,no,web,2022,hogar,Aspiradora Norte&Co Max,norte&co,54.7,80.06,9.32,distribuidora iberia,40,2019-11-08,3.85,63.0,casado,grado universitario,30738,si,si,2018-09-27,sevilla,sur,40.617,-6.688,corporativo,12,53.62,107.25,2
105,20508e48-655e-4c9e-9e43-7d9985112897,P0002,2022-04-08,1,72.13,0.0,72.13,tarjeta de credito,no,4.0,no,marketplace,2022,electronica,Auriculares Urbanix Pro,urbanix,47.97,77.93,11.86,global supply sl,392,2019-03-08,3.29,29.0,casado,grado universitario,46545,no,no,2022-09-19,murcia,sur,39.981,-2.696,corporativo,5,72.13,72.13,4
106,f9192f96-61a5-4aa0-8be4-e0cef67949f9,P0043,2022-08-11,2,18.69,0.0,37.37,transferencia,si,4.0,no,app movil,2022,ropa,Chaqueta Kore Basic,kore,33.61,47.03,2.94,comercial atlas,39,2022-07-28,2.97,45.0,divorciado,grado universitario,27643,si,no,2019-04-14,bilbao,norte,39.596,-7.756,nuevo,6,18.69,37.37,8
107,0366d6ad-7ef9-44cf-8efe-3de9414e24f9,P0049,2022-06-28,5,98.15,0.15,417.14,paypal,si,4.0,no,web,2022,ropa,Vestido Norte&Co Basic,norte&co,34.23,62.87,2.38,norte logistica,488,2021-07-07,3.44,35.0,casado,desconocido,49111,si,no,2022-10-21,malaga,sur,39.121,-6.149,vip,8,98.15,417.14,6
108,fa8d54c0-bfa4-4756-bd57-39569f1c5d2a,P0075,2022-07-07,1,70.42,0.0,70.42,tarjeta de debito,no,4.0,no,app movil,2022,libros,Novela Urbanix Max,urbanix,29.98,39.74,10.5,comercial atlas,79,2019-01-28,2.66,40.0,soltero,bachillerato,50082,no,no,2022-05-15,murcia,sur,43.32,-7.168,vip,6,70.42,70.42,7
109,0d3f488e-5f2f-4859-8e2b-2c2fa147c501,P0057,2022-10-04,3,25.43,0.15,64.84,tarjeta de credito,si,5.0,si,web,2022,deporte,Balon Kore Max,kore,13.36,26.72,9.0,global supply sl,460,2020-12-12,3.49,33.0,soltero,master,36369,no,no,2020-06-11,bilbao,norte,40.425,-2.533,nuevo,11,25.43,64.84,10
110,f326a361-5bd0-4a42-8c0c-1963be3173ad,P0060,2022-01-25,2,32.16,0.05,61.11,tarjeta de credito,si,5.0,no,web,2022,deporte,Mancuernas Vantia Max,vantia,24.0,40.95,0.4,norte logistica,199,2021-06-25,3.24,40.0,divorciado,basico,43173,no,si,2018-01-24,murcia,sur,36.757,0.509,corporativo,8,32.16,61.11,1
111,147d21d7-94dc-4a81-94fd-f91941ea6230,P0055,2022-03-18,1,104.74,0.0,104.74,contrareembolso,no,5.0,no,tienda fisica,2022,deporte,Balon Vantia Basic,vantia,96.15,211.36,7.53,global supply sl,244,2022-02-22,3.99,30.0,casado,desconocido,38628,si,si,2021-03-01,malaga,sur,41.587,0.018,vip,6,104.74,104.74,3
112,75f0e322-9990-47be-8f30-2f9a8871ff1f,P0064,2022-03-25,2,59.47,0.1,107.05,tarjeta de credito,si,5.0,si,tienda fisica,2022,deporte,Esterilla Zentra Basic,zentra,17.0,36.49,9.93,norte logistica,240,2022-01-03,4.31,42.0,soltero,bachillerato,49317,no,no,2022-02-10,madrid,centro,40.132,-0.485,nuevo,12,59.47,107.05,3
113,1dabb239-62ae-4a5d-899d-2986ae1fedde,P0049,2022-04-08,4,34.45,0.0,137.82,tarjeta de debito,si,5.0,no,app movil,2022,ropa,Vestido Norte&Co Basic,norte&co,34.23,62.87,2.38,norte logistica,488,2021-07-07,3.44,58.0,casado,grado universitario,41341,no,no,2022-01-19,barcelona,este,38.251,-7.834,vip,6,34.45,137.82,4
114,9a72ca28-d0e2-4b02-9ab8-b7596db82d12,P0076,2022-05-29,2,30.71,0.05,58.35,tarjeta de debito,no,4.0,no,app movil,2022,libros,Comic Prisma Basic,prisma,39.69,83.49,0.43,norte logistica,127,2021-07-21,4.07,63.0,casado,grado universitario,64413,no,si,2021-02-01,zaragoza,centro,39.041,-1.865,nuevo,7,30.71,58.35,5
115,24eaf6be-9a65-4dae-ac6c-e65ee7928fd5,P0061,2022-08-03,1,29.08,0.0,29.08,contrareembolso,no,5.0,no,marketplace,2022,deporte,Bicicleta Kore Basic,kore,28.78,45.4,4.76,norte logistica,63,2023-10-03,2.75,36.0,soltero,master,40694,no,si,2022-12-09,madrid,centro,37.082,-2.14,recurrente,6,29.08,29.08,8
116,4faa2668-ec06-4782-81c3-b5a708e4029d,P0063,2022-03-10,1,38.2,0.05,36.29,tarjeta de credito,no,4.0,no,tienda fisica,2022,deporte,Bicicleta Zentra Max,zentra,34.26,72.84,10.01,comercial atlas,285,2021-03-06,4.84,38.0,casado,master,50622,si,no,2022-02-09,barcelona,este,38.499,1.754,nuevo,11,38.2,36.29,3
117,59c40d29-48ba-48ed-96d9-3ca5f4a44a89,P0085,2022-11-29,2,141.94,0.1,255.48,paypal,no,4.0,si,app movil,2022,libros,Manual Zentra Basic,zentra,50.93,97.8,8.46,distribuidora iberia,110,2021-05-19,4.9,64.0,divorciado,master,60631,si,no,2020-08-17,madrid,centro,38.036,3.282,recurrente,5,141.94,255.48,11
118,d0e27af1-c92c-47b9-823b-6c0d627c7778,P0025,2022-06-16,2,30.24,0.0,60.49,tarjeta de debito,no,4.0,no,app movil,2022,hogar,Sarten Kore Basic,kore,22.51,33.31,5.34,comercial atlas,52,2019-01-24,3.63,22.0,casado,master,37930,si,no,2019-12-09,madrid,centro,42.486,-1.982,nuevo,12,30.24,60.49,6
119,d10c249c-9467-49bd-a835-860b942b3dcd,P0071,2022-11-09,1,104.85,0.05,99.61,tarjeta de debito,no,3.0,no,tienda fisica,2022,deporte,Casco Lumen Pro,lumen,5.24,9.7,5.45,global supply sl,409,2019-07-03,3.42,54.0,soltero,bachillerato,85190,no,no,2021-10-29,malaga,sur,42.403,-4.082,nuevo,9,104.85,99.61,11
120,1dab13cb-0e8b-4a17-8c42-73d8a3d5092c,P0089,2022-09-08,2,23.02,0.0,46.03,paypal,si,4.0,no,web,2022,libros,Poesia Prisma Pro,desconocido,32.84,57.16,0.77,distribuidora iberia,344,2023-01-24,3.62,34.0,casado,bachillerato,42422,no,si,2021-04-16,barcelona,este,43.249,1.289,nuevo,11,23.02,46.03,9
121,9816ece4-2550-43a6-8c7d-13d643b5e9a1,P0007,2022-05-28,2,46.38,0.1,83.49,tarjeta de debito,no,3.0,no,app movil,2022,electronica,Portatil Kore Basic,kore,52.09,83.96,1.32,norte logistica,85,2020-07-20,4.39,30.0,soltero,bachillerato,21100,no,si,2018-01-28,valencia,este,41.112,-3.114,recurrente,10,46.38,83.49,5
122,5cc08bed-4195-49e1-83f8-60382d91d82e,P0040,2022-01-28,4,71.54,0.0,286.14,tarjeta de credito,no,3.0,no,web,2022,ropa,Pantalon Prisma Basic,prisma,18.35,39.46,1.89,distribuidora iberia,5,2019-05-12,4.36,35.0,soltero,bachillerato,63180,no,no,2022-02-11,murcia,sur,38.954,-2.943,recurrente,4,71.54,286.14,1
123,8949eb54-96d3-42c5-b255-13d5ee85c548,P0026,2022-11-27,3,42.11,0.1,113.7,paypal,si,5.0,no,app movil,2022,hogar,Sarten Zentra Pro,zentra,31.36,41.33,1.23,global supply sl,471,2022-02-14,3.22,40.0,soltero,master,58628,si,no,2022-04-04,granada,sur,38.113,-7.28,corporativo,4,42.11,113.7,11
124,61544ba6-34cb-4d0b-8f6c-cdfdca593511,P0088,2022-05-08,1,79.02,0.15,67.17,contrareembolso,si,4.0,no,web,2022,libros,Poesia Lumen Basic,lumen,14.28,22.58,11.79,norte logistica,214,2019-12-04,2.82,49.0,casado,basico,25874,no,no,2018-08-03,murcia,sur,38.142,2.242,recurrente,8,79.02,67.17,5
125,4ae0f695-34af-4b93-b492-207769f56e6b,P0010,2022-12-17,2,50.65,0.0,101.31,contrareembolso,no,1.0,no,tienda fisica,2022,electronica,Tablet Lumen Basic,lumen,23.59,38.51,8.4,norte logistica,196,2022-04-27,2.89,36.0,casado,grado universitario,25070,no,no,2020-01-12,madrid,centro,43.044,0.543,recurrente,9,50.65,101.31,12
126,04a0e41d-2bfa-4754-a130-f255e4f1dbbc,P0075,2022-10-12,1,50.97,0.2,40.77,transferencia,si,1.0,no,web,2022,libros,Novela Urbanix Max,urbanix,29.98,39.74,10.5,comercial atlas,79,2019-01-28,2.66,45.0,casado,grado universitario,65211,no,no,2019-03-15,bilbao,norte,38.755,-2.652,recurrente,3,50.97,40.77,10
127,e63ca664-ecfb-4aab-ad61-248045a0143e,P0021,2022-05-18,4,26.51,0.15,90.14,tarjeta de debito,no,4.0,no,web,2022,hogar,Aspiradora Norte&Co Max,norte&co,54.7,80.06,9.32,distribuidora iberia,40,2019-11-08,3.85,49.0,casado,bachillerato,61575,no,no,2019-03-17,sevilla,sur,40.018,-3.605,vip,6,26.51,90.14,5
128,05170c54-1215-4046-b964-a0c21709f2bf,P0064,2022-08-27,3,26.96,0.1,72.79,tarjeta de credito,si,4.0,no,app movil,2022,deporte,Esterilla Zentra Basic,zentra,17.0,36.49,9.93,norte logistica,240,2022-01-03,4.31,19.0,casado,bachillerato,60091,no,si,2019-04-19,bilbao,norte,39.242,-6.087,recurrente,11,26.96,72.79,8
129,2f9ecd9f-4990-4b59-a406-7d184ec3ee6f,P0022,2022-02-03,3,18.25,0.1,49.27,tarjeta de credito,no,5.0,no,web,2022,hogar,Cafetera Norte&Co Basic,norte&co,21.12,35.46,0.92,comercial atlas,399,2020-12-03,4.98,48.0,soltero,bachillerato,51933,no,si,2018-03-18,vigo,norte,39.82,1.701,vip,11,18.25,49.27,2
130,71512a62-aabe-44d5-84b1-f2487e78add1,P0017,2022-06-21,2,65.58,0.05,124.6,contrareembolso,no,4.0,no,web,2022,electronica,Camara Lumen Pro,lumen,31.18,43.97,7.87,norte logistica,327,2021-12-20,4.27,40.0,soltero,desconocido,32189,no,si,2021-07-19,sevilla,sur,39.58,2.835,nuevo,8,65.58,124.6,6
131,c03e8b9a-e86f-476e-bdfb-d8be9f2c412b,P0060,2022-06-07,2,20.25,0.1,36.45,tarjeta de debito,no,5.0,no,web,2022,deporte,Mancuernas Vantia Max,vantia,24.0,40.95,0.4,norte logistica,199,2021-06-25,3.24,41.0,casado,grado universitario,40509,no,no,2020-12-09,valencia,este,38.98,-3.541,recurrente,13,20.25,36.45,6
132,9f8c527a-6a6a-4fdb-a86e-a077905c990c,P0015,2022-08-18,1,28.57,0.0,28.57,tarjeta de debito,si,3.0,si,marketplace,2022,electronica,Smartwatch Urbanix Max,urbanix,60.02,109.39,11.24,norte logistica,311,2019-09-15,4.12,30.0,soltero,grado universitario,40422,si,no,2020-05-15,valencia,este,36.779,-2.88,recurrente,12,28.57,28.57,8
133,97bf7224-5e6d-4c84-9c15-4f0692585d7a,P0089,2022-06-22,1,97.89,0.05,93.0,tarjeta de debito,no,4.0,no,tienda fisica,2022,libros,Poesia Prisma Pro,desconocido,32.84,57.16,0.77,distribuidora iberia,344,2023-01-24,3.62,39.0,casado,master,38979,no,no,2022-09-17,bilbao,norte,36.049,2.673,nuevo,4,97.89,93.0,6
134,6b74f172-4689-4c55-94f3-c78323315bb2,P0057,2022-09-22,1,71.56,0.15,60.82,tarjeta de debito,si,4.0,no,tienda fisica,2022,deporte,Balon Kore Max,kore,13.36,26.72,9.0,global supply sl,460,2020-12-12,3.49,30.0,casado,grado universitario,26660,si,no,2019-06-19,valencia,este,37.824,3.154,nuevo,13,71.56,60.82,9
135,ff398136-16e0-4544-88fb-39dab4f43132,P0026,2022-02-09,3,54.17,0.0,162.51,paypal,no,5.0,no,tienda fisica,2022,hogar,Sarten Zentra Pro,zentra,31.36,41.33,1.23,global supply sl,471,2022-02-14,3.22,40.0,casado,bachillerato,21878,si,no,2019-08-19,malaga,sur,40.701,-8.547,recurrente,8,54.17,162.51,2
136,23dace98-4902-49fb-a5fc-96edbf057ec1,P0007,2022-10-31,1,32.56,0.1,29.31,tarjeta de credito,si,5.0,no,app movil,2022,electronica,Portatil Kore Basic,kore,52.09,83.96,1.32,norte logistica,85,2020-07-20,4.39,41.0,casado,grado universitario,38878,no,si,2018-07-09,bilbao,norte,39.885,1.11,vip,11,32.56,29.31,10
137,fe0edb3f-c0dd-471a-93eb-773aceee22af,P0045,2022-10-29,2,44.54,0.1,80.18,tarjeta de debito,si,5.0,no,marketplace,2022,ropa,Chaqueta Norte&Co Max,norte&co,26.67,38.64,3.97,distribuidora iberia,321,2019-06-16,4.69,44.0,soltero,master,29633,si,si,2020-08-16,malaga,sur,37.815,-4.618,recurrente,10,44.54,80.18,10
138,4fb96ab6-f52a-493b-9adb-ae0972e57f51,P0013,2022-09-19,1,46.77,0.0,46.77,tarjeta de debito,si,2.0,no,web,2022,electronica,Smartwatch Prisma Basic,prisma,23.15,46.14,7.79,norte logistica,52,2021-02-16,3.56,53.0,divorciado,master,22827,si,no,2018-06-28,sevilla,sur,41.172,-7.983,recurrente,9,46.77,46.77,9
139,71c6d6b5-7288-4886-9785-1dd7eda9ef62,P0064,2022-04-24,1,30.99,0.0,30.99,tarjeta de credito,no,4.0,no,app movil,2022,deporte,Esterilla Zentra Basic,zentra,17.0,36.49,9.93,norte logistica,240,2022-01-03,4.31,44.0,divorciado,bachillerato,41242,si,si,2021-12-16,murcia,sur,37.074,-6.799,nuevo,10,30.99,30.99,4
140,527b21cf-3af5-4593-9c06-c483e439dac8,P0078,2022-08-21,2,48.64,0.0,97.27,desconocido,no,3.0,no,web,2022,libros,Comic Kore Max,kore,30.44,58.25,8.75,norte logistica,60,2019-04-19,3.86,47.0,soltero,bachillerato,31722,no,si,2018-11-11,bilbao,norte,40.748,-0.748,recurrente,10,48.64,97.27,8
141,f6087dcb-b7a3-41e5-a5fd-a713c3214c47,P0024,2022-08-02,1,49.29,0.15,41.89,tarjeta de debito,si,4.0,no,web,2022,hogar,Cafetera Zentra Max,zentra,13.33,25.2,0.76,distribuidora iberia,20,2021-10-26,4.1,61.0,casado,master,40057,si,si,,madrid,centro,41.212,-5.307,recurrente,12,49.29,41.89,8
142,46e46a7b-3b6c-4968-b15d-a7e625d28fee,P0060,2022-04-24,2,72.54,0.15,123.32,contrareembolso,no,3.0,no,tienda fisica,2022,deporte,Mancuernas Vantia Max,vantia,24.0,40.95,0.4,norte logistica,199,2021-06-25,3.24,34.0,casado,bachillerato,54068,no,no,2019-07-07,barcelona,este,40.128,-3.616,vip,7,72.54,123.32,4
143,c026f4f6-e4c5-42f1-84ec-42717a37a30f,P0003,2022-02-03,2,23.73,0.1,42.71,tarjeta de credito,no,5.0,no,web,2022,electronica,Auriculares Nova Max,nova,49.49,98.89,8.54,global supply sl,317,2023-06-16,4.18,40.0,divorciado,basico,53342,si,no,2022-04-11,sevilla,sur,42.664,-8.655,nuevo,8,23.73,42.71,2
144,550d1335-7d22-47de-951b-a465eed5caad,P0005,2022-01-18,2,55.33,0.05,105.14,transferencia,no,4.0,no,web,2022,electronica,Smartphone Zentra Pro,zentra,17.49,26.0,1.69,norte logistica,387,2021-01-30,3.95,53.0,casado,bachillerato,25283,no,si,2020-06-20,madrid,centro,40.075,-2.631,recurrente,11,55.33,105.14,1
145,01deeaca-6845-4b9b-81b6-192ba759f343,P0020,2022-10-28,1,90.82,0.1,81.74,tarjeta de credito,si,5.0,no,web,2022,hogar,Aspiradora Vantia Pro,vantia,26.28,56.17,4.57,distribuidora iberia,194,2022-05-18,4.86,38.0,casado,desconocido,60680,si,si,2018-06-16,zaragoza,centro,42.114,-0.043,corporativo,8,90.82,81.74,10
